294|WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW|73.50|#
295|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|73.75|#
296|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|74.00|#
298|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|74.50|#
299|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|74.75|#
300|hhhhhhhhhhhhhhhhhhhh|75.00|#
302|hhhhhhhhhhhhhhhhhhhhhh|75.50|#
303|hhhhhhhhhhhhhhhhhhhhhhh|75.75|#
304|hhhhhhhhhhhhhhhhhhhhhhhh|76.00|#
306|hhhhhhhhhhhhhhhhhhhhhhhhhh|76.50|#
307|hhhhhhhhhhhhhhhhhhhhhhhhhhh|76.75|#
308|WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW|77.00|#
310|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|77.50|#
311|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|77.75|#
312|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|78.00|#
314|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|78.50|#
315|WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW|78.75|#
316|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|79.00|#
318|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|79.50|#
319|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|79.75|#
320|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|80.00|#
322|WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW|80.50|#
323|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|80.75|#
324|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|81.00|#
326|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|81.50|#
327|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|81.75|#
328|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|82.00|#
330|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|82.50|#
331|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|82.75|#
332|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|83.00|#
334|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|83.50|#
335|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|83.75|#
336|WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW|84.00|#
338|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|84.50|#
339|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|84.75|#
340|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|85.00|#
342|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|85.50|#
343|WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW|85.75|#
344|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|86.00|#
346|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|86.50|#
347|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|86.75|#
348|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|87.00|#
350|WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW|87.50|#
351|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|87.75|#
352|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|88.00|#
354|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|88.50|#
355|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|88.75|#
356|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|89.00|#
358|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|89.50|#
359|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|89.75|#
360|hhhhhhhhhhhhhhhhhhhh|90.00|#
362|hhhhhhhhhhhhhhhhhhhhhh|90.50|#
363|hhhhhhhhhhhhhhhhhhhhhhh|90.75|#
364|WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW|91.00|#
366|hhhhhhhhhhhhhhhhhhhhhhhhhh|91.50|#
367|hhhhhhhhhhhhhhhhhhhhhhhhhhh|91.75|#
368|hhhhhhhhhhhhhhhhhhhhhhhhhhhh|92.00|#
370|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|92.50|#
371|WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW|92.75|#
372|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|93.00|#
374|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|93.50|#
375|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|93.75|#
376|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|94.00|#
378|WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW|94.50|#
379|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|94.75|#
380|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|95.00|#
382|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|95.50|#
383|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|95.75|#
384|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|96.00|#
386|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|96.50|#
387|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|96.75|#
388|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|97.00|#
390|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|97.50|#
391|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|97.75|#
392|WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW|98.00|#
394|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|98.50|#
395|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|98.75|#
396|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|99.00|#
398|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|99.50|#
399|WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW|99.75|#
400|hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh|100.00|#
